,Brand,Model,Year,Status,Mileage,Dealer,Price
13674,Ford,Bronco,2023,New,0.0,Competition Ford,35975.0
13675,Ford,Bronco,2023,New,0.0,Competition Ford,32483.0
13676,Ford,Bronco,2023,New,0.0,Competition Ford,32305.0
13677,Ford,F-150,2023,New,0.0,Miller Motors,94480.0
13678,Lexus,RX,2013,Used,128368.0,Miller Motors,15866.0
13679,Ford,Mustang,2015,Used,75421.0,Miller Motors,18512.0
13680,Chevrolet,Silverado,2024,New,0.0,Billion Auto - Southtown (Chevrolet Buick),75703.0
13681,Ford,Bronco,2023,New,0.0,Interstate Ford,134790.0
13682,Honda,Civic,2019,Used,28037.0,Interstate Ford,38677.0
13683,Ford,F-150,2023,New,0.0,Interstate Ford,73985.0
13684,Ford,Bronco,2023,New,0.0,Interstate Ford,60578.0
13685,Ford,Bronco,2023,New,0.0,Germain Ford,52810.0
13686,Ford,Mustang,2023,New,0.0,Germain Ford,51999.0
13687,Chevrolet,Malibu,2023,New,0.0,Ricart Chevrolet Buick GMC,28017.0
13688,GMC,Yukon,2023,New,0.0,Ricart Chevrolet Buick GMC,98355.0
13689,BMW,X3,2019,Used,26631.0,Ricart Chevrolet Buick GMC,38982.0
13690,BMW,M6,2015,Used,106315.0,AutoWorld of Conway,29997.0
13691,Ford,F-150,2023,New,0.0,"Integrity Ford, Inc.",86995.0
13692,Dodge,Challenger,2023,New,0.0,Byers Chrysler Jeep Dodge RAM,85244.0
13693,Toyota,Tundra,2023,New,0.0,Stapp Interstate Toyota,67876.0
13694,Toyota,Tundra,2023,New,0.0,Stapp Interstate Toyota,71201.0
13695,Chevrolet,Bolt,2020,Certified,24557.0,Dave Gill Chevrolet,20258.0
13696,Volvo,V60,2020,Certified,37438.0,Byers Volvo Cars,33286.0
13697,Volvo,S90,2020,Used,47440.0,Byers Volvo Cars,34863.0
13698,Honda,Accord,2017,Used,82703.0,Krieger Ford,18497.0
13699,Ford,Mustang,2023,New,0.0,Krieger Ford,61835.0
13700,Ford,Mustang,2024,New,0.0,Krieger Ford,81355.0
13701,Ford,F-150,2023,New,0.0,Krieger Ford,92435.0
13702,Ford,F-350,2023,New,0.0,Krieger Ford,59801.0
13703,Ford,Mustang,2024,New,0.0,Krieger Ford,63445.0
13704,RAM,1500,2022,New,0.0,Bob Caldwell Chrysler Jeep Dodge RAM,60439.0
13705,RAM,3500,2023,New,0.0,Bob Caldwell Chrysler Jeep Dodge RAM,100988.0
13706,Jeep,Wagoneer,2022,New,0.0,Bob Caldwell Chrysler Jeep Dodge RAM,66603.0
13707,Ford,Bronco,2023,New,0.0,Kayser Ford Lincoln,62570.0
13708,Ford,F-150,2023,New,0.0,Kayser Ford Lincoln,81300.0
13709,Ford,Bronco,2023,New,0.0,Kayser Ford Lincoln,48305.0
13710,Chevrolet,Silverado,2024,New,0.0,Stykemain Chevrolet,61735.0
13711,Chevrolet,Silverado,2024,New,0.0,Stykemain Chevrolet,79560.0
13712,Nissan,Altima,2023,New,0.0,Rosen Nissan of Madison,34456.0
13713,Chevrolet,Colorado,2023,New,0.0,Mark Wahlberg Chevrolet of Worthington,46480.0
13714,Jeep,Wrangler,2024,New,0.0,Don Miller Chrysler Dodge Jeep RAM Fiat,53789.0
13715,Jeep,Wrangler,2024,New,0.0,Don Miller Chrysler Dodge Jeep RAM Fiat,43473.0
13716,Ford,F-250,2023,New,0.0,Griffin Ford Fort Atkinson,78965.0
13717,RAM,1500,2023,New,0.0,"Martin Chrysler, Dodge, Jeep & Ram",58175.0
13718,Genesis,G80,2023,New,0.0,Genesis of Columbus,67365.0
13719,Genesis,GV80,2023,New,0.0,Genesis of Columbus,69250.0
13720,Chevrolet,Silverado,2024,New,0.0,Jim Schmidt Chevrolet,79750.0
13721,Acura,Integra,2024,New,0.0,Fisher Acura,38295.0
13722,Nissan,Kicks,2023,New,0.0,Hugh White Nissan of Athens,24240.0
13723,Ford,Taurus,2015,Used,96567.0,Germain Cadillac of Easton,15495.0
13724,Tesla,Model Y,2021,Used,30708.0,Germain Cadillac of Easton,40995.0
13725,Cadillac,CTS,2014,Used,38785.0,Germain Cadillac of Easton,48995.0
13726,Cadillac,CT4-V,2022,Certified,27412.0,Germain Cadillac of Easton,60995.0
13727,Cadillac,LYRIQ,2023,Certified,340.0,Germain Cadillac of Easton,68995.0
13728,BMW,X5,2022,Used,9631.0,Germain Cadillac of Easton,91995.0
13729,Cadillac,CT6,2020,Certified,24220.0,Germain Cadillac of Easton,76995.0
13730,Mitsubishi,Mirage,2024,New,0.0,Mitsubishi North,18315.0
13733,Toyota,Highlander,2024,New,0.0,Toyota Direct,47273.0
13734,Mercedes,560 SL,1987,Used,92987.0,A to Z Autosports LLC,27995.0
13735,Lexus,LX,2004,Used,181120.0,A to Z Autosports LLC,15995.0
13736,Lexus,IS,2023,New,0.0,Lexus of Madison,55885.0
13737,GMC,Sierra,2023,New,0.0,Weld County Garage,82544.0
13738,Toyota,Highlander,2024,New,0.0,Corwin Toyota Boulder,57936.0
13739,Toyota,Tundra,2023,New,0.0,Corwin Toyota Boulder,67178.0
13740,Toyota,Tundra,2023,New,0.0,Corwin Toyota Boulder,70389.0
13741,Honda,Passport,2023,Certified,2605.0,Zeigler Honda of Racine,38094.0
13742,Honda,Passport,2023,New,0.0,Zeigler Honda of Racine,46390.0
13743,Honda,CR-V,2023,New,0.0,Zeigler Honda of Racine,40850.0
13744,Honda,CR-V,2024,New,0.0,Zeigler Honda of Racine,39175.0
13745,BMW,M5,2019,Used,63860.0,Gebhardt BMW,69285.0
13746,Hyundai,Santa Fe,2023,New,0.0,Zeigler Hyundai of Racine,44330.0
13747,Toyota,Tacoma,2011,Used,90520.0,Zeigler Hyundai of Racine,20967.0
13748,Jeep,Grand Cherokee,2018,Used,70347.0,Zeigler Hyundai of Racine,19967.0
13749,Jeep,Wrangler,2020,Used,77782.0,Zeigler Hyundai of Racine,30967.0
13750,Toyota,Tacoma,2023,New,0.0,Zeigler Toyota of Racine,53556.0
13751,Toyota,Camry,2018,Certified,27611.0,Zeigler Toyota of Racine,21467.0
13752,Honda,Civic,2015,Used,49769.0,Frank Boucher VW Kia of Racine,17991.0
13753,Toyota,RAV4,2015,Used,92902.0,Frank Boucher VW Kia of Racine,16555.0
13754,Kia,Telluride,2022,Certified,33472.0,Frank Boucher VW Kia of Racine,49555.0
13755,Honda,Accord,2018,Used,80155.0,Frank Boucher VW Kia of Racine,23991.0
13756,Hyundai,3,2016,Used,129882.0,Frank Boucher VW Kia of Racine,14991.0
13757,Kia,Optima,2018,Used,69859.0,Frank Boucher VW Kia of Racine,18462.0
13758,Nissan,Armada,2012,Used,194479.0,Frank Boucher VW Kia of Racine,9991.0
13759,Ford,F-150,2023,New,0.0,Lynch Ford of Mukwonago,71385.0
13760,Ford,F-150,2023,New,0.0,Lynch Ford of Mukwonago,65225.0
13761,Toyota,Highlander,2023,New,0.0,Byers Toyota,52526.0
13762,Ford,F-250,2023,New,0.0,Byers Ford,67960.0
13763,Toyota,Highlander,2022,Used,23814.0,Byers Ford,35496.0
13764,Ford,Expedition,2021,Used,32781.0,Byers Ford,60997.0
13765,Kia,Sportage,2023,New,0.0,Tri-City Chrysler Dodge Jeep Kia,28719.0
13766,Hyundai,Santa Cruz,2022,Used,27615.0,Porcaro Mitsubishi,35500.0
13767,Mitsubishi,Outlander,2023,New,0.0,Porcaro Mitsubishi,45965.0
13768,Alfa Romeo,Stelvio,2021,Used,21988.0,Porcaro Mitsubishi,38000.0
13769,Mitsubishi,Eclipse Cross,2024,New,0.0,Porcaro Mitsubishi,30445.0
13770,Mitsubishi,Outlander,2023,New,0.0,Porcaro Mitsubishi,27780.0
13771,Jeep,Wrangler,2022,Used,15434.0,Porcaro Mitsubishi,38995.0
13772,Ford,Edge,2024,New,0.0,Porcaro Ford,41420.0
13774,Ford,Edge,2024,New,0.0,Porcaro Ford,47595.0
13775,Ford,F-150,2023,New,0.0,Porcaro Ford,73760.0
13776,Ford,Mustang,2022,Used,907.0,Porcaro Ford,46996.0
13777,Ford,Mustang,2021,Used,17631.0,Porcaro Ford,38996.0
13778,Nissan,ARIYA,2023,New,0.0,Carolina Nissan,44735.0
13779,Nissan,Leaf S,2023,New,0.0,Zimbrick Nissan,28305.0
13780,Kia,EV6,2022,Certified,10520.0,Metro Kia of Madison,37483.0
13781,Kia,Niro,2020,Used,38873.0,Metro Kia of Madison,22774.0
13782,Kia,Sorento,2019,Used,38074.0,Metro Kia of Madison,26888.0
13783,Ford,F-150,2010,Used,73707.0,Austin Chrysler Dodge Jeep RAM,13990.0
13784,Ford,Explorer,2014,Used,93808.0,Freddy's Big Lot,19988.0
13785,Mazda,CX-30,2023,New,0.0,Modern Mazda of Burlington,24325.0
13786,Mazda,CX-30,2023,New,0.0,Modern Mazda of Burlington,30705.0
13787,BMW,X5,2018,Used,32439.0,Sanford Imports,30999.0
13788,Toyota,RAV4,2021,Used,60943.0,Sanford Imports,24200.0
13789,Chevrolet,Trailblazer,2023,New,0.0,Jim Stykemain Chevrolet Buick GMC,28690.0
13790,Lincoln,MKX,2018,Used,72742.0,Kuehn Motors,26900.0
13791,Ford,Expedition,2021,Used,44516.0,Kayser Ford of Sauk City,45949.0
13792,Ford,Expedition,2019,Used,75988.0,Fowler Kia of Windsor,38998.0
13793,Ford,Escape,2023,New,0.0,Mid-State Ford,38650.0
13794,Ford,Escape,2023,New,0.0,Mid-State Ford,36045.0
13795,Ford,Explorer,2023,New,0.0,Mid-State Ford,48999.0
13796,Ford,Escape,2023,New,0.0,Mid-State Ford,36230.0
13797,Ford,Escape,2023,New,0.0,Mid-State Ford,33550.0
13798,Ford,Explorer,2023,New,0.0,Mid-State Ford,49204.0
13799,Dodge,Neon,2004,Used,150644.0,Sanford Honda,5590.0
13800,Honda,Accord,2010,Used,192836.0,Sanford Honda,7490.0
13801,Jeep,Cherokee,2023,New,0.0,Angola Chrysler Dodge Jeep RAM,45320.0
13802,Jeep,Gladiator,2023,New,0.0,Angola Chrysler Dodge Jeep RAM,44240.0
13804,Mercedes,EQS,2023,New,0.0,Mercedes-Benz of Fayetteville,142580.0
13805,Jeep,Gladiator,2023,New,0.0,Northside Chrysler Dodge Jeep RAM Fiat,66955.0
13806,Jeep,Gladiator,2023,New,0.0,Northside Chrysler Dodge Jeep RAM Fiat,64630.0
13808,GMC,Yukon,2021,Used,73116.0,Boucher Volkswagen Marketplace of Franklin,62750.0
13809,Audi,S5,2021,Used,51039.0,Boucher Volkswagen Marketplace of Franklin,45999.0
13810,Volkswagen,ID.4,2021,Certified,20530.0,Boucher Volkswagen Marketplace of Franklin,32998.0
13811,Audi,Q3,2022,Used,17847.0,Boucher Volkswagen Marketplace of Franklin,39997.0
13812,Volkswagen,Arteon,2023,New,0.0,Boucher Volkswagen Marketplace of Franklin,48776.0
13813,Volkswagen,Jetta,2021,Certified,17145.0,Boucher Volkswagen Marketplace of Franklin,32490.0
13814,Honda,CR-V,2024,New,0.0,Rosen Honda,41280.0
13815,Hyundai,Palisade,2024,New,0.0,Rosen Hyundai Greenfield,53650.0
13816,Honda,Civic,2024,New,0.0,Mathews Honda,30200.0
13817,Toyota,RAV4,2015,Used,73903.0,Don Jacobs Toyota,18066.0
13818,Toyota,Tundra,2020,Certified,42869.0,Don Jacobs Toyota,38534.0
13819,Toyota,4Runner,2019,Certified,44580.0,Don Jacobs Toyota,42293.0
13820,Toyota,Camry,2019,Used,42371.0,Don Jacobs Toyota,22386.0
13821,Toyota,Camry,2019,Used,52933.0,Don Jacobs Toyota,22528.0
13822,Toyota,Tundra,2018,Used,91917.0,Don Jacobs Toyota,30496.0
13823,Toyota,C-HR,2021,Certified,22323.0,Don Jacobs Toyota,25238.0
13824,Toyota,Tacoma,2017,Certified,56030.0,Don Jacobs Toyota,31947.0
13825,Toyota,Highlander,2019,Certified,41823.0,Don Jacobs Toyota,33777.0
13826,Mitsubishi,Lancer,2014,Used,85920.0,Don Jacobs Toyota,24589.0
13827,Toyota,Tundra,2021,Certified,71562.0,Don Jacobs Toyota,39995.0
13828,Ford,Taurus,2018,Used,107796.0,Van Horn Ford of Oconomowoc,21777.0
13829,Mercedes,C-Class,2017,Used,78460.0,Van Horn Ford of Oconomowoc,21996.0
13830,Toyota,RAV4,2017,Used,48917.0,Van Horn Ford of Oconomowoc,25333.0
13831,Ford,Expedition,2018,Used,85730.0,Van Horn Ford of Oconomowoc,34998.0
13832,Chevrolet,Colorado,2019,Used,83514.0,Van Horn Ford of Oconomowoc,24444.0
13833,Lincoln,Nautilus,2019,Used,53064.0,Van Horn Ford of Oconomowoc,26993.0
13834,Ford,F-250,2020,Used,38472.0,Van Horn Ford of Oconomowoc,65900.0
13835,Cadillac,XT4,2023,Used,7456.0,Van Horn Ford of Oconomowoc,40992.0
13836,Ford,Expedition,2015,Used,128528.0,Van Horn Ford of Oconomowoc,16445.0
13837,Dodge,Challenger,2016,Used,62988.0,Van Horn Ford of Oconomowoc,18999.0
13838,Lexus,GX,2018,Used,50886.0,Van Horn Ford of Oconomowoc,36754.0
13839,Ford,F-350,2019,Used,58795.0,Van Horn Ford of Oconomowoc,44996.0
13840,Ford,Bronco,2023,New,0.0,Coughlin Ford of Heath,37150.0
13841,Ford,Bronco,2023,New,0.0,Coughlin Ford of Heath,37331.0
13842,Ford,Bronco,2023,New,0.0,Coughlin Ford of Heath,40828.0
13843,Honda,Pilot,2024,New,0.0,Wilde Honda,53855.0
13844,Honda,Pilot,2024,New,0.0,Wilde Honda,46625.0
13845,GMC,Sierra,2023,New,0.0,Holz Chevrolet Buick GMC,63221.0
13846,Volvo,XC60,2021,Used,34720.0,Fields Land Rover Volvo Waukesha,31998.0
13847,Volvo,XC90,2020,Certified,39372.0,Fields Land Rover Volvo Waukesha,37118.0
13848,Volvo,XC90,2020,Certified,45004.0,Fields Land Rover Volvo Waukesha,37640.0
13849,Toyota,4Runner,2022,Certified,53254.0,Wilde Toyota,33500.0
13851,Toyota,Tacoma,2023,New,0.0,Wilde Toyota,44495.0
13852,Toyota,Highlander,2024,New,0.0,Wilde Toyota,46727.0
13853,Mercedes,C-Class,2020,Certified,48570.0,Mercedes-Benz of Elmbrook,29995.0
13854,Mercedes,C-Class,2023,New,0.0,Mercedes-Benz of Elmbrook,57205.0
13855,Ford,F-150,2020,Certified,28143.0,Lake Ford,37497.0
13856,Mercedes,4MATIC,2011,Used,145758.0,Lake Ford,9497.0
13857,Lexus,ES,2017,Used,41826.0,Lake Ford,26495.0
13858,Volvo,S60,2016,Used,76048.0,Lake Ford,15997.0
13859,MINI,CL,2024,New,0.0,International Autos,50560.0
13860,Alfa Romeo,Giulia,2023,New,0.0,International Autos,43500.0
13861,BMW,X3,2023,New,0.0,International Autos,53260.0
13862,BMW,X3,2023,New,0.0,International Autos,53910.0
13863,Audi,A6,2023,Certified,11968.0,International Autos,54500.0
13864,Mercedes,S-Class,2023,Certified,5895.0,International Autos,124995.0
13865,Lexus,GX,2018,Used,59846.0,International Autos,35000.0
13866,BMW,X3,2020,Used,53078.0,International Autos,32998.0
13867,Audi,Q7,2019,Used,20923.0,International Autos,37512.0
13868,Volkswagen,Atlas,2023,New,0.0,Hall Volkswagen Mazda,46351.0
13869,Chevrolet,Colorado,2023,New,0.0,McClinton Chevrolet Mitsubishi,37000.0
13870,Mitsubishi,Outlander,2024,New,0.0,McClinton Chevrolet Mitsubishi,35595.0
13871,Mitsubishi,Outlander,2024,New,0.0,McClinton Chevrolet Mitsubishi,37895.0
13872,Toyota,Tacoma,2017,Used,78790.0,GS Auto,29995.0
13873,Lexus,RX,2011,Used,125943.0,Southern Team Hyundai Nissan Subaru Volkswagen,13987.0
13874,Audi,A4,2011,Used,90186.0,Car King,9999.0
13875,Volvo,XC60,2024,New,0.0,Pedersen Volvo Cars,66540.0
13876,Volvo,XC60,2024,New,0.0,Pedersen Volvo Cars,61240.0
13877,Buick,LaCrosse,2012,Used,94408.0,Millennium Motor Sales,9995.0
13878,Kia,Niro,2023,New,0.0,Fort Collins Kia,31099.0
13879,Kia,Telluride,2024,New,0.0,Fort Collins Kia,54421.0
13880,Toyota,Tacoma,2023,New,0.0,Toyota of Brookfield,47531.0
13881,Jeep,Grand Cherokee,2023,New,0.0,Fedderly Chrysler Dodge Jeep RAM,48368.0
13882,Jeep,Gladiator,2023,New,0.0,Victory CDJR of Shallotte,57226.0
13883,GMC,Sierra,2024,New,0.0,Brookfield Buick GMC,53590.0
13884,GMC,Sierra,2024,New,0.0,Brookfield Buick GMC,55215.0
13885,GMC,Sierra,2024,New,0.0,Brookfield Buick GMC,54610.0
13886,Ford,Bronco,2023,New,0.0,Carey Ford,35340.0
13887,Dodge,Charger,2023,New,0.0,Skyway Chrysler Dodge Jeep Ram,34120.0
13888,RAM,1500,2023,New,0.0,Skyway Chrysler Dodge Jeep Ram,62631.0
13889,RAM,1500,2023,New,0.0,Skyway Chrysler Dodge Jeep Ram,56190.0
13890,RAM,1500,2023,New,0.0,Skyway Chrysler Dodge Jeep Ram,63486.0
13891,RAM,3500,2023,New,0.0,Skyway Chrysler Dodge Jeep Ram,68420.0
13892,RAM,1500,2023,New,0.0,Skyway Chrysler Dodge Jeep Ram,39510.0
13893,Chevrolet,Silverado,2002,Used,189551.0,DeBoer Chevrolet Company,4985.0
13894,GMC,Yukon,2007,Used,217707.0,DeBoer Chevrolet Company,7985.0
13895,Ford,Edge,2023,New,0.0,Jones Ford,46290.0
13896,Chrysler,Pacifica,2023,New,0.0,Bobilya Chrysler Dodge Jeep Ram,47910.0
13897,Chrysler,Pacifica,2023,New,0.0,Bobilya Chrysler Dodge Jeep Ram,53140.0
13898,Chrysler,Pacifica,2023,New,0.0,Bobilya Chrysler Dodge Jeep Ram,51734.0
13899,Toyota,Camry,2020,Used,96229.0,Russ Darrow Chrysler Dodge Jeep RAM,19300.0
13900,RAM,1500,2021,Used,38490.0,Russ Darrow Chrysler Dodge Jeep RAM,48150.0
13901,Honda,CR-V,2017,Used,50556.0,Russ Darrow Chrysler Dodge Jeep RAM,21300.0
13902,Jeep,Grand Cherokee,2021,Used,40888.0,Russ Darrow Chrysler Dodge Jeep RAM,40154.0
13903,Toyota,RAV4,2020,Used,63776.0,Russ Darrow Metro Mazda,21750.0
13904,Alfa Romeo,Giulia,2017,Used,75001.0,Russ Darrow Metro Mazda,19188.0
13905,Ford,F-150,2022,New,0.0,Heiser Ford Lincoln,43418.0
13906,Ford,F-150,2022,New,0.0,Heiser Ford Lincoln,50419.0
13907,Ford,F-150,2023,New,0.0,Heiser Ford Lincoln,60336.0
13908,Toyota,Tundra,2023,New,0.0,Andrew Toyota,65356.0
13909,Mercedes,C-Class,2023,New,0.0,Mercedes-Benz of Milwaukee North,55185.0
13910,Mercedes,6,2023,New,0.0,Mercedes-Benz of Milwaukee North,204805.0
13911,Toyota,Highlander,2022,Used,16158.0,Amato Chrysler Jeep Dodge Ram,40324.0
13913,Kia,Stinger,2023,New,0.0,Lupient Kia Milwaukee,40720.0
13914,Honda,CR-V,2024,New,0.0,Van Horn Honda of Glendale,42630.0
13915,Ford,F-250,2019,Certified,38704.0,Gordie Boucher Ford of Menomonee Falls,53997.0
13916,Mercedes,C 43,2023,New,0.0,Mercedes-Benz of Rochester,64835.0
13917,Kia,Carnival,2024,New,0.0,Seelye Kia of Kalamazoo,36950.0
13918,Jeep,Wrangler,2023,New,0.0,Orrin B. Hayes Jeep,52965.0
13919,Lexus,LS,2023,New,0.0,Johnson Lexus of Durham,91760.0
13920,Ford,Expedition,2021,Used,63410.0,Johnson Lexus of Durham,40988.0
13921,Nissan,Titan,2023,New,0.0,Cole Nissan,50422.0
13922,Volvo,XC90,2022,New,0.0,Johnson Volvo Cars Durham,63105.0
13923,Toyota,Camry,2023,Certified,16415.0,Mark Jacobson Toyota,26000.0
13924,Audi,Q5,2023,New,0.0,Volkswagen Audi La Crosse,46690.0
13925,Audi,Q5,2023,New,0.0,Volkswagen Audi La Crosse,49115.0
13926,Audi,Q5,2023,New,0.0,Volkswagen Audi La Crosse,45250.0
13927,Ford,F-150,2015,Used,89240.0,Zanesville Auto Group,23988.0
13928,Volvo,XC90,2023,New,0.0,Maple Hill Auto Group,60875.0
13929,GMC,Sierra,2023,New,0.0,Jeff Drennen GM Super Store,59157.0
13930,Mercedes,GLB,2023,New,0.0,Hayes Mercedes-Benz,50485.0
13931,RAM,1500,2023,New,0.0,Portage Ford Chrysler Dodge Jeep Ram,42801.0
13932,RAM,1500,2023,New,0.0,Portage Ford Chrysler Dodge Jeep Ram,65832.0
13933,Audi,RS 5,2022,Used,13865.0,Audi Cary,72950.0
13934,Lexus,ES,2020,Used,14396.0,Sommer's Automotive,37440.0
13935,Jeep,Grand Cherokee,2020,Used,30001.0,Sommer's Automotive,32770.0
13936,Chevrolet,Silverado,2015,Used,106932.0,Johnson Hyundai of Cary,40990.0
13937,Ford,F-150,2023,New,0.0,Gordie Boucher Village Ford of Thiensville,146440.0
13938,Jeep,Wrangler,2023,New,0.0,Pischke Motors Chrysler Dodge Fiat Ram Jeep,59497.0
13939,Chevrolet,Camaro,2023,New,0.0,Dahl Motors,49680.0
13940,GMC,Sierra,2023,New,0.0,Napleton Chevrolet Buick GMC Beaver Dam,87015.0
13941,GMC,Sierra,2024,New,0.0,Napleton Chevrolet Buick GMC Beaver Dam,61488.0
13942,Subaru,Forester,2012,Used,90825.0,"Kuehn Motor Company, Rochester",13900.0
13943,Chevrolet,Suburban,2014,Used,108608.0,"Kuehn Motor Company, Rochester",23900.0
13944,Mercedes,300,2011,Used,46157.0,Anchor Auto Outlet,16554.0
13945,Jeep,Wrangler,2015,Used,116754.0,Anchor Auto Outlet,17940.0
13946,Jeep,Wrangler,2006,Used,85864.0,Anchor Auto Outlet,16825.0
13947,Ford,F-250,2023,New,0.0,Matheny Ford,56335.0
13948,Honda,CR-V,2024,New,0.0,Reggie Jackson Airport Honda,41280.0
13950,GMC,Yukon,2023,New,0.0,Boyd's Tar Heel Chevrolet Buick GMC,93020.0
13951,Chevrolet,Corvette,2024,New,0.0,Boyd's Tar Heel Chevrolet Buick GMC,73860.0
13952,GMC,Sierra,2023,New,0.0,Boyd's Tar Heel Chevrolet Buick GMC,60850.0
13953,RAM,2500,2024,New,0.0,Chrysler Winona,57890.0
13954,RAM,1500,2022,New,0.0,Reganis Auto Center Inc,53870.0
13955,RAM,1500,2023,New,0.0,Reganis Auto Center Inc,103365.0
13956,Honda,Ridgeline,2023,New,0.0,Tyrrell Chevrolet Company,46360.0
13957,Chevrolet,Colorado,2023,New,0.0,Tyrrell Chevrolet Company,45985.0
13958,Honda,Ridgeline,2023,New,0.0,Tyrrell Chevrolet Company,43580.0
13959,Tesla,Model S,2013,Used,90000.0,Empire Motors Inc,24998.0
13960,FIAT,500,2012,Used,72803.0,Empire Motors Inc,8499.0
13961,Honda,Ridgeline,2023,New,0.0,Tyrrell Honda,47605.0
13962,Honda,Ridgeline,2023,New,0.0,Tyrrell Honda,40915.0
13963,Buick,Enclave,2020,Certified,34268.0,Halladay Buick GMC,31995.0
13964,Ford,F-150,2023,New,0.0,Gordie Boucher Ford Lincoln of West Bend,45975.0
13965,Ford,F-150,2023,New,0.0,Gordie Boucher Ford Lincoln of West Bend,66975.0
13967,Jeep,Wrangler,2023,New,0.0,Russ Darrow West Bend Chrysler Jeep Dodge RAM,45500.0
13968,Jeep,Gladiator,2020,Certified,70689.0,Russ Darrow West Bend Chrysler Jeep Dodge RAM,34987.0
13969,Toyota,Tundra,2023,New,0.0,Deacon Jones Toyota,59835.0
13970,Nissan,Titan,2023,New,0.0,Russ Darrow Nissan of West Bend,56217.0
13971,Toyota,Tacoma,2023,New,0.0,Russ Darrow Toyota,44706.0
13972,Toyota,Camry,2024,New,0.0,Russ Darrow Toyota,38608.0
13973,Toyota,Tacoma,2018,Certified,25867.0,Sunshine Toyota,33287.0
13974,Toyota,Tundra,2024,New,0.0,Sunshine Toyota,67602.0
13975,Toyota,Tacoma,2019,Certified,33139.0,Sunshine Toyota,29974.0
13976,Jeep,Grand Cherokee,2018,Used,100724.0,Henkel Chrysler Dodge Jeep Ram,21988.0
13977,Jeep,Grand Cherokee,2022,Used,12218.0,Henkel Chrysler Dodge Jeep Ram,34996.0
13978,Tesla,Model Y,2020,Used,55008.0,Hanna Imports,35900.0
13979,Lincoln,Navigator,2021,Used,65074.0,Hanna Imports,53500.0
13980,Cadillac,DTS,2011,Used,43491.0,Thompson Buick Cadillac GMC,13889.0
13981,Lincoln,Navigator,2020,Used,66778.0,Thompson Buick Cadillac GMC,52434.0
13982,Lexus,GX,2020,Used,35091.0,Crown Cadillac Buick Honda,44293.0
13984,Ford,F-150,2023,New,0.0,Schmit Bros. Ford,70855.0
13985,Ford,F-150,2023,New,0.0,Schmit Bros. Ford,68907.0
13986,Jeep,Grand Wagoneer,2023,New,0.0,Capital Chrysler Jeep Dodge,91466.0
13987,Dodge,Durango,2023,New,0.0,Capital Chrysler Jeep Dodge,58025.0
13988,Honda,CR-V,2011,Used,133352.0,Complete Auto Center Inc,10949.0
13989,Jeep,Wrangler,2011,Used,123105.0,Complete Auto Center Inc,15899.0
13990,Lexus,LX,2013,Used,128117.0,Complete Auto Center Inc,33899.0
13991,Jeep,Cherokee,2023,New,0.0,Dunning Motor Sales Chrysler Dodge Jeep RAM,43820.0
13992,Ford,Escape,2023,New,0.0,Capital Ford,47520.0
13993,Honda,CR-V,2024,New,0.0,Leith Honda,35130.0
13994,BMW,XM,2023,New,0.0,Leith BMW,159995.0
13995,Honda,CR-V,2024,New,0.0,Leith Honda,37675.0
13996,Toyota,Highlander,2015,Used,174474.0,Leith Honda,15488.0
13998,BMW,XM,2023,New,0.0,Leith BMW,163395.0
13999,Honda,Pilot,2016,Used,93658.0,Leith Honda,20588.0
14000,Honda,CR-V,2024,New,0.0,Leith Honda,38130.0
14001,Lexus,LS,2023,New,0.0,Johnson Lexus of Raleigh,91355.0
14002,RAM,3500,2023,New,0.0,Jensen Chrysler Dodge Jeep Ram,85280.0
14003,Jeep,Gladiator,2023,New,0.0,Leith Chrysler Jeep,48020.0
14004,Jeep,Grand Cherokee,2023,New,0.0,Leith Chrysler Jeep,64819.0
14005,Ford,F-150,2014,Used,85197.0,Robert DeNooyer Chevrolet,18995.0
14006,Dodge,GT,2024,New,0.0,Charlie's Dodge-Chrysler-Jeep,40170.0
14007,Dodge,2500,2001,Used,400396.0,Montrose Ford Nissan,5700.0
14008,Ford,F-150,2016,Used,129577.0,Van Horn Ford of Lomira,25900.0
14009,Lincoln,MKC,2019,Used,29058.0,Van Horn Ford of Lomira,26158.0
14010,Ford,F-250,2019,Used,88856.0,Van Horn Ford of Lomira,49756.0
14011,Chevrolet,Camaro,2013,Used,43836.0,Van Horn Ford of Lomira,24398.0
14012,Ford,Expedition,2020,Used,45389.0,Van Horn Ford of Lomira,44758.0
14013,Ford,Flex,2019,Used,63526.0,Van Horn Ford of Lomira,21499.0
14014,Ford,F-350,2021,Used,57016.0,Van Horn Ford of Lomira,53586.0
14015,Lincoln,MKC,2019,Used,34462.0,Van Horn Ford of Lomira,24992.0
14016,Ford,F-150,2015,Used,85645.0,Van Horn Ford of Lomira,27436.0
14017,Nissan,Titan,2023,New,0.0,Zeigler Nissan of Holland,57771.0
14018,Nissan,Frontier,2023,New,0.0,Zeigler Nissan of Holland,39832.0
14019,Nissan,Titan,2023,New,0.0,Zeigler Nissan of Holland,48853.0
14020,Nissan,Titan,2023,New,0.0,Zeigler Nissan of Holland,56893.0
14021,Toyota,Camry,2024,New,0.0,Yark Toyota,33052.0
14022,Toyota,RAV4,2023,New,0.0,Crown Toyota VW,38623.0
14023,Lincoln,Continental,2020,Used,31351.0,Brondes Ford Maumee,39900.0
